"lang"
{
	"Language"		"SChinese"
		"DOTA_Tooltip_ability_shuxingfujia_Description"									"<font size='10'color='#FADC32'>增加一定额外属性。</font>\n\n力量提升：<font size='10'color='#576AFF'>技能等级*3</font>\n敏捷提升：<font size='10'color='#576AFF'>技能等级*3</font>\n智力提升：<font size='10'color='#576AFF'>技能等级*3</font>"
		"DOTA_Tooltip_ability_gongjishengji"											"攻击升级"
		"DOTA_Tooltip_ability_gongjishengji_Description"								"<font size='10'color='#FADC32'>提升一定数量额外攻击。</font>\n\n攻击力加成：<font size='10'color='#576AFF'>技能等级*5</font>"
		"DOTA_Tooltip_ability_fushiguanghuan"											"腐蚀光环"
		"DOTA_Tooltip_ability_fushiguanghuan_Description"								"<font size='10'color='#FADC32'>减少周围敌人的护甲。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n护甲减少：<font size='10'color='#576AFF'>技能等级*2</font>"
		"DOTA_Tooltip_ability_naijiuguanghuan"											"耐久光环"
		"DOTA_Tooltip_ability_naijiuguanghuan_Description"								"<font size='10'color='#FADC32'>提升自身及周围友军的攻击和移动速度。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n移动速度提升百分比：<font size='10'color='#576AFF'>技能等级*4</font>\n攻击速度提升百分比：<font size='10'color='#576AFF'>技能等级*5</font>"
		"DOTA_Tooltip_ability_xixueguanghuan"											"吸血光环"
		"DOTA_Tooltip_ability_xixueguanghuan_Description"								"<font size='10'color='#FADC32'>使自身和周围友军的攻击能偷取一定数量生命值。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n吸血百分比：<font size='10'color='#576AFF'>5+技能等级*2</font>"
		"DOTA_Tooltip_ability_zhuanzhuguanghuan"										"专注光环"
		"DOTA_Tooltip_ability_zhuanzhuguanghuan_Description"							"<font size='10'color='#FADC32'>使自身和周围友军的护甲得到提升。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n护甲提升：<font size='10'color='#576AFF'>技能等级*2.5</font>"
		"DOTA_Tooltip_ability_jinglingguanghuan"										"精灵光环"
		"DOTA_Tooltip_ability_jinglingguanghuan_Description"							"<font size='10'color='#FADC32'>降低附近敌军的一定比率的基础攻击力，另外再固定降低一定攻击力。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n基础攻击力降低百分比：<font size='10'color='#576AFF'>技能等级*2+5</font>\n攻击力降低：<font size='10'color='#576AFF'>技能等级*5</font>"
		"DOTA_Tooltip_ability_siwangguanghuan"											"死亡光环"
		"DOTA_Tooltip_ability_siwangguanghuan_Description"								"<font size='10'color='#FADC32'>使附近敌军每秒损失一定数量生命值。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n每秒损失生命：<font size='10'color='#576AFF'>技能等级*4</font>"
		"DOTA_Tooltip_ability_shengminghuifuguanghuan"									"生命恢复光环"
		"DOTA_Tooltip_ability_shengminghuifuguanghuan_Description"						"<font size='10'color='#FADC32'>提升自身和周围友军的生命恢复速度。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n生命恢复提升：<font size='10'color='#576AFF'>技能等级*4</font>"
		"DOTA_Tooltip_ability_jingjiguanghuan"											"荆棘光环"
		"DOTA_Tooltip_ability_jingjiguanghuan_Description"								"<font size='10'color='#FADC32'>使自身和周围友军在受到攻击时能反弹一定数量伤害。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n伤害反弹：<font size='10'color='#576AFF'>5+技能等级*2.5</font>"
		"DOTA_Tooltip_ability_xieeguanghuan"											"邪恶光环"
		"DOTA_Tooltip_ability_xieeguanghuan_Description"								"<font size='10'color='#FADC32'>提升自身和周围友军的生命恢复和移动速度。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n生命恢复速度提升：<font size='10'color='#576AFF'>技能等级*1</font>\n移动速度提升百分比：<font size='10'color='#576AFF'>技能等级*3</font>"
		"DOTA_Tooltip_ability_jiansuguanghuan"											"减速光环"
		"DOTA_Tooltip_ability_jiansuguanghuan_Description"								"<font size='10'color='#FADC32'>能降低周围敌人的移动速度。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n移动速度降低：<font size='10'color='#576AFF'>5+技能等级*2</font>"
		"DOTA_Tooltip_ability_minglingguanghuan"										"命令光环"
		"DOTA_Tooltip_ability_minglingguanghuan_Description"							"<font size='10'color='#FADC32'>提升自身和周围近程友方单位的攻击力。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n攻击加成百分比：<font size='10'color='#576AFF'>技能等级*5</font>"
		"DOTA_Tooltip_ability_qiangjiguanghuan"											"强击光环"
		"DOTA_Tooltip_ability_qiangjiguanghuan_Description"								"<font size='10'color='#FADC32'>提升自身和周围远程友方单位的攻击力。</font>\n\n范围：<font size='10'color='#576AFF'>900</font>\n攻击加成百分比：<font size='10'color='#576AFF'>技能等级*5</font>"

		"DOTA_Tooltip_ability_item_zhongji_Description"			"使用来学习或升级技能。 攻击有一定概率造成额外伤害并击晕敌人。"
		"DOTA_Tooltip_ability_item_fensui_Description"			"使用来学习或升级技能。 攻击有一定概率造成范围额外伤害。"
		"DOTA_Tooltip_ability_item_shanbi_Description"			"使用来学习或升级技能。 增加闪避概率。"
		"DOTA_Tooltip_ability_item_shengmingqiequ_Description"			"使用来学习或升级技能。 攻击吸血。"
		"DOTA_Tooltip_ability_item_yinghua_Description"			"使用来学习或升级技能。 在受到攻击时有一定概率免疫一定伤害。"
		"DOTA_Tooltip_ability_item_jianci_Description"			"使用来学习或升级技能。 在受到攻击时可以反弹一部分伤害。"
		"DOTA_Tooltip_ability_item_ranhui_Description"			"使用来学习或升级技能。 在攻击时能够叠加伤害，当伤害达到一定次数时，将会爆炸对周围单位造成额外伤害。"
		"DOTA_Tooltip_ability_item_lueduo_Description"			"使用来学习或升级技能。 在攻击时能偷取一定数量金钱。"
		"DOTA_Tooltip_ability_item_mofapifu_Description"			"使用来学习或升级技能。 提升一定魔法抗性。"
		"DOTA_Tooltip_ability_item_shuxingfujia_Description"			"使用来学习或升级技能。 增加一定额外属性。"
		"DOTA_Tooltip_ability_item_gongjishengji_Description"			"使用来学习或升级技能。 提升一定数量额外攻击。"
		
		"DOTA_Tooltip_ability_item_fushiguanghuan_Description"			"使用来学习或升级技能。 减少周围敌人的护甲。"
		"DOTA_Tooltip_ability_item_naijiuguanghuan_Description"			"使用来学习或升级技能。 提升自身及周围友军的攻击和移动速度。"
		"DOTA_Tooltip_ability_item_xixueguanghuan_Description"			"使用来学习或升级技能。 使自身和周围友军的攻击能偷取一定数量生命值。"
		"DOTA_Tooltip_ability_item_zhuanzhuguanghuan_Description"			"使用来学习或升级技能。 使自身和周围友军的护甲得到提升。"
		"DOTA_Tooltip_ability_item_jinglingguanghuan_Description"			"使用来学习或升级技能。 降低附近敌军的攻击力。"
		"DOTA_Tooltip_ability_item_siwangguanghuan_Description"			"使用来学习或升级技能。 使附近敌军每秒损失一定数量生命值。"
		"DOTA_Tooltip_ability_item_shengminghuifuguanghuan_Description"			"使用来学习或升级技能。 提升自身和周围友军的生命恢复速度"
		"DOTA_Tooltip_ability_item_jingjiguanghuan_Description"			"使用来学习或升级技能。 使自身和周围友军在受到攻击时能反弹一定数量伤害。"
		"DOTA_Tooltip_ability_item_xieeguanghuan_Description"			"使用来学习或升级技能。 提升自身和周围友军的生命恢复和移动速度。"
		"DOTA_Tooltip_ability_item_jiansuguanghuan_Description"			"使用来学习或升级技能。 能降低周围敌人的移动速度。"
		"DOTA_Tooltip_ability_item_minglingguanghuan_Description"			"使用来学习或升级技能。 提升自身和周围近程友方单位的攻击力。"
		"DOTA_Tooltip_ability_item_qiangjiguanghuan_Description"			"使用来学习或升级技能。 提升自身和周围远程友方单位的攻击力。"
		
		"DOTA_Chat_PlayerKilled"	""
		"DOTA_Chat_PlayerKilled_Mirkwood"	"%s1击败了%s2，得到%s3金钱！%s2获得了%s4抚慰金！"
		"DOTA_Chat_PlayerDenied"	"%s1反补了队友%s2！"
		"DOTA_Chat_PlayerDeniedSelf"	"%s1自杀了！"
		"DOTA_Chat_PlayerKilledGeneric"	"%s1被密林生物杀死了！"
		"DOTA_Chat_PlayerKilledAssist"	"%s1被击杀！%s2金钱分摊给助攻者："
		
	}
}
